,Player,Year,Shift%,PlayerYear
18,Joey Gallo,2017.0,0.9170000000000001,2017 Joey Gallo
19,Matt Olson,2019.0,0.897,2019 Matt Olson
20,Kyle Seager,2018.0,0.8190000000000001,2018 Kyle Seager
21,Chris Davis,2017.0,0.96,2017 Chris Davis
22,Jay Bruce,2017.0,0.8340000000000001,2017 Jay Bruce
23,Anthony Rizzo,2018.0,0.8199999999999998,2018 Anthony Rizzo
24,Anthony Rizzo,2017.0,0.7290000000000001,2017 Anthony Rizzo
25,Bryce Harper,2019.0,0.7070000000000001,2019 Bryce Harper
26,Carlos Santana,2018.0,0.7,2018 Carlos Santana
27,Matt Carpenter,2019.0,0.9039999999999999,2019 Matt Carpenter
28,Anthony Rizzo,2016.0,0.735,2016 Anthony Rizzo
29,Justin Smoak,2017.0,0.7449999999999999,2017 Justin Smoak
30,Brandon Belt,2016.0,0.7070000000000001,2016 Brandon Belt
31,Mitch Moreland,2017.0,0.848,2017 Mitch Moreland
32,Curtis Granderson,2016.0,0.7140000000000001,2016 Curtis Granderson
33,Freddie Freeman,2016.0,0.685,2016 Freddie Freeman
34,Carlos Santana,2019.0,0.677,2019 Carlos Santana
35,Logan Morrison,2017.0,0.7979999999999999,2017 Logan Morrison
36,Matt Carpenter,2017.0,0.6659999999999999,2017 Matt Carpenter
37,Yasmani Grandal,2019.0,0.664,2019 Yasmani Grandal
38,Lucas Duda,2017.0,0.8930000000000002,2017 Lucas Duda
39,Kyle Seager,2017.0,0.695,2017 Kyle Seager
40,Lucas Duda,2015.0,0.7859999999999999,2015 Lucas Duda
41,Rougned Odor,2019.0,0.7579999999999998,2019 Rougned Odor
42,Justin Smoak,2018.0,0.7219999999999999,2018 Justin Smoak
43,Kole Calhoun,2018.0,0.8210000000000001,2018 Kole Calhoun
44,Curtis Granderson,2017.0,0.7400000000000001,2017 Curtis Granderson
45,Carlos Santana,2015.0,0.615,2015 Carlos Santana
46,Shin-Soo Choo,2019.0,0.644,2019 Shin-Soo Choo
47,Yonder Alonso,2018.0,0.7890000000000001,2018 Yonder Alonso
48,Kyle Schwarber,2017.0,0.8089999999999999,2017 Kyle Schwarber
49,Jay Bruce,2016.0,0.7400000000000001,2016 Jay Bruce
50,Brian McCann,2016.0,0.843,2016 Brian McCann
51,Carlos Santana,2017.0,0.6399999999999999,2017 Carlos Santana
52,Mitch Moreland,2016.0,0.8540000000000002,2016 Mitch Moreland
53,Carlos Santana,2016.0,0.605,2016 Carlos Santana
54,Adrian Gonzalez,2016.0,0.701,2016 Adrian Gonzalez
55,Mike Moustakas,2018.0,0.7040000000000002,2018 Mike Moustakas
56,Max Kepler,2019.0,0.7739999999999999,2019 Max Kepler
57,Michael Conforto,2018.0,0.6279999999999999,2018 Michael Conforto
58,Charlie Blackmon,2019.0,0.703,2019 Charlie Blackmon
59,Ryan Howard,2015.0,0.8759999999999999,2015 Ryan Howard
60,Justin Smoak,2019.0,0.8109999999999999,2019 Justin Smoak
61,Brian McCann,2015.0,0.787,2015 Brian McCann
62,Michael Conforto,2019.0,0.6339999999999999,2019 Michael Conforto
63,Dexter Fowler,2019.0,0.6759999999999998,2019 Dexter Fowler
64,Bryce Harper,2018.0,0.5670000000000001,2018 Bryce Harper
65,Anthony Rizzo,2015.0,0.588,2015 Anthony Rizzo
66,Cody Bellinger,2018.0,0.6109999999999999,2018 Cody Bellinger
67,Joc Pederson,2019.0,0.7809999999999997,2019 Joc Pederson
68,Kyle Seager,2019.0,0.872,2019 Kyle Seager
69,Kyle Schwarber,2018.0,0.7390000000000001,2018 Kyle Schwarber
70,Kendrys Morales,2017.0,0.672,2017 Kendrys Morales
71,Shin-Soo Choo,2018.0,0.565,2018 Shin-Soo Choo
72,Mike Moustakas,2019.0,0.7,2019 Mike Moustakas
73,Kyle Seager,2016.0,0.604,2016 Kyle Seager
74,Eric Thames,2019.0,0.8279999999999997,2019 Eric Thames
75,Jackie Bradley Jr.,2019.0,0.7,2019 Jackie Bradley Jr.
76,Brandon Moss,2016.0,0.8470000000000002,2016 Brandon Moss
77,Mike Moustakas,2017.0,0.6890000000000002,2017 Mike Moustakas
78,Adam LaRoche,2015.0,0.8089999999999999,2015 Adam LaRoche
79,Carlos Gonzalez,2016.0,0.6490000000000001,2016 Carlos Gonzalez
80,Brandon Moss,2015.0,0.7340000000000001,2015 Brandon Moss
81,Eddie Rosario,2019.0,0.7290000000000001,2019 Eddie Rosario
82,Edwin Encarnacion,2016.0,0.5140000000000001,2016 Edwin Encarnacion
83,Curtis Granderson,2018.0,0.8510000000000002,2018 Curtis Granderson
84,Brandon Belt,2018.0,0.8060000000000002,2018 Brandon Belt
85,Alex Gordon,2018.0,0.672,2018 Alex Gordon
86,Mookie Betts,2019.0,0.503,2019 Mookie Betts
87,Rougned Odor,2018.0,0.736,2018 Rougned Odor
88,Cody Bellinger,2017.0,0.6579999999999999,2017 Cody Bellinger
89,Ji-Man Choi,2019.0,0.7159999999999999,2019 Ji-Man Choi
90,Hunter Renfroe,2019.0,0.7120000000000002,2019 Hunter Renfroe
91,Cavan Biggio,2019.0,0.7649999999999999,2019 Cavan Biggio
92,Rougned Odor,2017.0,0.5940000000000001,2017 Rougned Odor
93,Austin Meadows,2019.0,0.569,2019 Austin Meadows
94,Chris Davis,2019.0,0.932,2019 Chris Davis
95,Victor Martinez,2016.0,0.613,2016 Victor Martinez
96,Brandon Belt,2017.0,0.7640000000000001,2017 Brandon Belt
97,Eugenio Suarez,2019.0,0.519,2019 Eugenio Suarez
98,Justin Bour,2018.0,0.679,2018 Justin Bour
99,Edwin Encarnacion,2017.0,0.49100000000000005,2017 Edwin Encarnacion
100,Pedro Alvarez,2015.0,0.733,2015 Pedro Alvarez
101,Adrian Gonzalez,2015.0,0.565,2015 Adrian Gonzalez
102,Curtis Granderson,2019.0,0.8930000000000002,2019 Curtis Granderson
103,Eduardo Escobar,2019.0,0.52,2019 Eduardo Escobar
104,Kole Calhoun,2017.0,0.5539999999999999,2017 Kole Calhoun
105,Edwin Encarnacion,2018.0,0.608,2018 Edwin Encarnacion
106,Kris Bryant,2019.0,0.56,2019 Kris Bryant
107,Colby Rasmus,2015.0,0.692,2015 Colby Rasmus
108,Jorge Soler,2019.0,0.505,2019 Jorge Soler
109,Lucas Duda,2018.0,0.928,2018 Lucas Duda
110,Mitch Moreland,2018.0,0.787,2018 Mitch Moreland
111,Brandon Moss,2017.0,0.836,2017 Brandon Moss
112,Giancarlo Stanton,2017.0,0.49999999999999994,2017 Giancarlo Stanton
113,Yonder Alonso,2017.0,0.6579999999999999,2017 Yonder Alonso
114,Matt Joyce,2017.0,0.602,2017 Matt Joyce
115,Rhys Hoskins,2018.0,0.465,2018 Rhys Hoskins
116,Alex Gordon,2019.0,0.5779999999999998,2019 Alex Gordon
117,Victor Martinez,2018.0,0.7099999999999999,2018 Victor Martinez
118,Kendrys Morales,2016.0,0.5479999999999999,2016 Kendrys Morales
119,Joc Pederson,2016.0,0.673,2016 Joc Pederson
120,Seth Smith,2016.0,0.723,2016 Seth Smith
121,Jose Ramirez,2018.0,0.443,2018 Jose Ramirez
122,Ryan Howard,2016.0,0.9640000000000003,2016 Ryan Howard
123,Jason Heyward,2019.0,0.593,2019 Jason Heyward
124,Alex Gordon,2017.0,0.599,2017 Alex Gordon
125,Randal Grichuk,2019.0,0.544,2019 Randal Grichuk
126,Asdrubal Cabrera,2019.0,0.6279999999999999,2019 Asdrubal Cabrera
127,Eric Thames,2017.0,0.5589999999999999,2017 Eric Thames
128,Logan Morrison,2018.0,0.9000000000000001,2018 Logan Morrison
129,Mark Teixeira,2016.0,0.735,2016 Mark Teixeira
130,Brian McCann,2017.0,0.823,2017 Brian McCann
131,Joey Votto,2019.0,0.526,2019 Joey Votto
132,Colby Rasmus,2016.0,0.769,2016 Colby Rasmus
133,Freddie Freeman,2017.0,0.6689999999999999,2017 Freddie Freeman
134,Travis Shaw,2018.0,0.539,2018 Travis Shaw
135,Jake Lamb,2016.0,0.5329999999999999,2016 Jake Lamb
136,Joey Votto,2016.0,0.44200000000000006,2016 Joey Votto
137,Joey Gallo,2019.0,0.975,2019 Joey Gallo
138,Brian Dozier,2019.0,0.622,2019 Brian Dozier
139,Carlos Gonzalez,2017.0,0.655,2017 Carlos Gonzalez
140,Prince Fielder,2015.0,0.5110000000000001,2015 Prince Fielder
141,Pedro Alvarez,2016.0,0.8149999999999997,2016 Pedro Alvarez
142,Gary Sanchez,2019.0,0.6709999999999999,2019 Gary Sanchez
143,Kendrys Morales,2018.0,0.66,2018 Kendrys Morales
144,Carlos Gonzalez,2018.0,0.667,2018 Carlos Gonzalez
145,Jose Ramirez,2019.0,0.579,2019 Jose Ramirez
146,Todd Frazier,2019.0,0.631,2019 Todd Frazier
147,Stephen Vogt,2016.0,0.5890000000000001,2016 Stephen Vogt
148,Seth Smith,2017.0,0.787,2017 Seth Smith
149,Brian Dozier,2018.0,0.471,2018 Brian Dozier
150,Alex Avila,2017.0,0.7700000000000001,2017 Alex Avila
151,Carlos Beltran,2016.0,0.5660000000000001,2016 Carlos Beltran
152,Jackie Bradley Jr.,2018.0,0.57,2018 Jackie Bradley Jr.
153,Mitch Moreland,2015.0,0.607,2015 Mitch Moreland
154,Carlos Gonzalez,2015.0,0.552,2015 Carlos Gonzalez
155,Mitch Moreland,2019.0,0.911,2019 Mitch Moreland
156,Jay Bruce,2018.0,0.8620000000000001,2018 Jay Bruce
157,Aaron Hicks,2018.0,0.49,2018 Aaron Hicks
158,Jay Bruce,2015.0,0.47399999999999987,2015 Jay Bruce
159,Albert Pujols,2019.0,0.5760000000000001,2019 Albert Pujols
160,Jake Lamb,2017.0,0.4699999999999999,2017 Jake Lamb
161,Ozzie Albies,2019.0,0.481,2019 Ozzie Albies
162,Brandon Belt,2015.0,0.5160000000000001,2015 Brandon Belt
163,Edwin Encarnacion,2015.0,0.475,2015 Edwin Encarnacion
164,Kole Calhoun,2016.0,0.4770000000000001,2016 Kole Calhoun
165,Max Muncy,2018.0,0.5779999999999998,2018 Max Muncy
166,Yonder Alonso,2019.0,0.8710000000000001,2019 Yonder Alonso
167,Jason Kipnis,2019.0,0.602,2019 Jason Kipnis
168,Kyle Seager,2015.0,0.4670000000000001,2015 Kyle Seager
169,Mark Teixeira,2015.0,0.653,2015 Mark Teixeira
170,Justin Bour,2017.0,0.672,2017 Justin Bour
171,Seth Smith,2015.0,0.6140000000000001,2015 Seth Smith
172,Rowdy Tellez,2019.0,0.7290000000000001,2019 Rowdy Tellez
173,Michael Conforto,2017.0,0.635,2017 Michael Conforto
174,Kendrys Morales,2015.0,0.475,2015 Kendrys Morales
175,Daniel Palka,2018.0,0.6290000000000001,2018 Daniel Palka
176,Kris Bryant,2016.0,0.4289999999999999,2016 Kris Bryant
177,Luis Valbuena,2017.0,0.679,2017 Luis Valbuena
178,Christin Stewart,2019.0,0.7070000000000001,2019 Christin Stewart
179,Mike Trout,2019.0,0.45999999999999996,2019 Mike Trout
180,Luke Voit,2019.0,0.568,2019 Luke Voit
181,Mike Moustakas,2015.0,0.469,2015 Mike Moustakas
182,Josh Bell,2019.0,0.4670000000000001,2019 Josh Bell
183,Asdrubal Cabrera,2018.0,0.5090000000000001,2018 Asdrubal Cabrera
184,Carlos Beltran,2015.0,0.5489999999999999,2015 Carlos Beltran
185,Chris Carter,2016.0,0.41399999999999987,2016 Chris Carter
186,Michael Brantley,2019.0,0.48700000000000004,2019 Michael Brantley
187,Brian Dozier,2017.0,0.398,2017 Brian Dozier
188,Nomar Mazara,2018.0,0.5149999999999999,2018 Nomar Mazara
189,Albert Pujols,2017.0,0.45199999999999996,2017 Albert Pujols
190,Yasmani Grandal,2018.0,0.505,2018 Yasmani Grandal
191,Yasmani Grandal,2016.0,0.568,2016 Yasmani Grandal
192,Travis Shaw,2017.0,0.4670000000000001,2017 Travis Shaw
193,Chase Headley,2015.0,0.436,2015 Chase Headley
194,Eddie Rosario,2018.0,0.53,2018 Eddie Rosario
195,Jay Bruce,2019.0,0.9059999999999999,2019 Jay Bruce
196,Michael Saunders,2016.0,0.464,2016 Michael Saunders
197,Andrew McCutchen,2018.0,0.38099999999999995,2018 Andrew McCutchen
198,Victor Martinez,2017.0,0.6609999999999999,2017 Victor Martinez
199,Brian Dozier,2016.0,0.392,2016 Brian Dozier
200,Greg Bird,2018.0,0.8409999999999999,2018 Greg Bird
201,Albert Pujols,2015.0,0.4320000000000001,2015 Albert Pujols
202,Shin-Soo Choo,2017.0,0.426,2017 Shin-Soo Choo
203,Albert Pujols,2016.0,0.4300000000000001,2016 Albert Pujols
204,Matt Adams,2019.0,0.8260000000000002,2019 Matt Adams
205,Alex Bregman,2019.0,0.369,2019 Alex Bregman
206,Nomar Mazara,2019.0,0.563,2019 Nomar Mazara
207,Victor Martinez,2015.0,0.563,2015 Victor Martinez
208,Gregory Polanco,2018.0,0.485,2018 Gregory Polanco
209,Bryce Harper,2016.0,0.42100000000000004,2016 Bryce Harper
210,Miguel Sano,2019.0,0.5579999999999999,2019 Miguel Sano
211,Joc Pederson,2015.0,0.4320000000000001,2015 Joc Pederson
212,Brian McCann,2019.0,0.831,2019 Brian McCann
213,Ryan McMahon,2019.0,0.471,2019 Ryan McMahon
214,Prince Fielder,2016.0,0.7679999999999999,2016 Prince Fielder
215,Carlos Beltran,2017.0,0.547,2017 Carlos Beltran
216,Corey Seager,2019.0,0.551,2019 Corey Seager
217,Chase Utley,2016.0,0.47200000000000003,2016 Chase Utley
218,Charlie Blackmon,2018.0,0.38500000000000006,2018 Charlie Blackmon
219,Colin Moran,2019.0,0.58,2019 Colin Moran
220,Adam Lind,2015.0,0.46299999999999986,2015 Adam Lind
221,Curtis Granderson,2015.0,0.35,2015 Curtis Granderson
222,Yordan Alvarez,2019.0,0.6940000000000001,2019 Yordan Alvarez
223,Daniel Murphy,2019.0,0.569,2019 Daniel Murphy
224,Adam Lind,2016.0,0.6430000000000001,2016 Adam Lind
225,Chase Headley,2016.0,0.49300000000000005,2016 Chase Headley
226,Giancarlo Stanton,2018.0,0.35,2018 Giancarlo Stanton
227,Yoan Moncada,2019.0,0.46299999999999986,2019 Yoan Moncada
228,Logan Morrison,2016.0,0.6689999999999999,2016 Logan Morrison
229,Gleyber Torres,2019.0,0.424,2019 Gleyber Torres
230,Luis Valbuena,2018.0,0.812,2018 Luis Valbuena
231,Aaron Judge,2017.0,0.335,2017 Aaron Judge
232,Christian Yelich,2019.0,0.43799999999999994,2019 Christian Yelich
233,Todd Frazier,2018.0,0.49700000000000005,2018 Todd Frazier
234,Rafael Devers,2019.0,0.37799999999999995,2019 Rafael Devers
235,Kris Bryant,2017.0,0.375,2017 Kris Bryant
236,Joc Pederson,2018.0,0.539,2018 Joc Pederson
237,Luis Valbuena,2016.0,0.665,2016 Luis Valbuena
238,Jake Bauers,2019.0,0.564,2019 Jake Bauers
239,Omar Narvaez,2019.0,0.49899999999999994,2019 Omar Narvaez
240,Albert Pujols,2018.0,0.546,2018 Albert Pujols
241,Freddie Freeman,2015.0,0.526,2015 Freddie Freeman
242,Rio Ruiz,2019.0,0.6169999999999999,2019 Rio Ruiz
243,Alex Gordon,2016.0,0.4620000000000001,2016 Alex Gordon
244,Marcus Semien,2019.0,0.331,2019 Marcus Semien
245,Matt Adams,2016.0,0.732,2016 Matt Adams
246,Edwin Encarnacion,2019.0,0.455,2019 Edwin Encarnacion
247,Matt Kemp,2016.0,0.4020000000000001,2016 Matt Kemp
248,Eric Hosmer,2019.0,0.38200000000000006,2019 Eric Hosmer
249,Justin Smoak,2015.0,0.7709999999999999,2015 Justin Smoak
250,Jorge Polanco,2019.0,0.349,2019 Jorge Polanco
251,Matt Carpenter,2016.0,0.4039999999999999,2016 Matt Carpenter
252,Khris Davis,2019.0,0.4670000000000001,2019 Khris Davis
253,Josh Reddick,2019.0,0.48200000000000015,2019 Josh Reddick
254,Brandon Lowe,2019.0,0.732,2019 Brandon Lowe
255,Neil Walker,2019.0,0.638,2019 Neil Walker
256,Scott Schebler,2017.0,0.504,2017 Scott Schebler
257,Mike Yastrzemski,2019.0,0.579,2019 Mike Yastrzemski
258,Jason Kipnis,2018.0,0.38699999999999996,2018 Jason Kipnis
259,Max Kepler,2018.0,0.39899999999999997,2018 Max Kepler
260,Chase Headley,2017.0,0.4020000000000001,2017 Chase Headley
261,Niko Goodrum,2019.0,0.4770000000000001,2019 Niko Goodrum
262,Matt Adams,2018.0,0.743,2018 Matt Adams
263,Joey Votto,2018.0,0.3720000000000001,2018 Joey Votto
264,Jeimer Candelario,2018.0,0.34700000000000003,2018 Jeimer Candelario
265,Michael Conforto,2016.0,0.6569999999999999,2016 Michael Conforto
266,Brett Wallace,2016.0,0.8460000000000001,2016 Brett Wallace
267,Dee Gordon,2015.0,0.4109999999999999,2015 Dee Gordon
268,Trevor Story,2019.0,0.344,2019 Trevor Story
269,Jason Castro,2016.0,0.6099999999999999,2016 Jason Castro
270,Didi Gregorius,2019.0,0.6689999999999999,2019 Didi Gregorius
271,Andrew Benintendi,2019.0,0.375,2019 Andrew Benintendi
272,David Dahl,2019.0,0.568,2019 David Dahl
273,Matt Chapman,2019.0,0.325,2019 Matt Chapman
274,Jackie Bradley Jr.,2017.0,0.44600000000000006,2017 Jackie Bradley Jr.
275,Yasmani Grandal,2017.0,0.4730000000000001,2017 Yasmani Grandal
276,Kole Calhoun,2015.0,0.35400000000000004,2015 Kole Calhoun
277,Travis Shaw,2016.0,0.42100000000000004,2016 Travis Shaw
278,Ryan O'Hearn,2019.0,0.5920000000000001,2019 Ryan O'Hearn
279,Stephen Vogt,2015.0,0.42200000000000004,2015 Stephen Vogt
280,Jackie Bradley Jr.,2016.0,0.35100000000000003,2016 Jackie Bradley Jr.
281,Nomar Mazara,2017.0,0.36,2017 Nomar Mazara
282,Mike Trout,2018.0,0.345,2018 Mike Trout
283,Colin Moran,2018.0,0.51,2018 Colin Moran
284,Wil Myers,2019.0,0.4300000000000001,2019 Wil Myers
285,Willie Calhoun,2019.0,0.682,2019 Willie Calhoun
286,J.P. Crawford,2019.0,0.508,2019 J.P. Crawford
287,Teoscar Hernandez,2019.0,0.45199999999999996,2019 Teoscar Hernandez
288,Eric Thames,2018.0,0.778,2018 Eric Thames
289,Renato Nunez,2019.0,0.353,2019 Renato Nunez
290,Justin Smoak,2016.0,0.63,2016 Justin Smoak
291,Giancarlo Stanton,2016.0,0.4559999999999999,2016 Giancarlo Stanton
292,Alex Avila,2018.0,0.8590000000000002,2018 Alex Avila
293,Josh Reddick,2015.0,0.371,2015 Josh Reddick
294,Luis Valbuena,2015.0,0.41200000000000014,2015 Luis Valbuena
295,Billy Hamilton,2015.0,0.504,2015 Billy Hamilton
296,Aaron Judge,2019.0,0.44,2019 Aaron Judge
297,Shohei Ohtani,2019.0,0.49999999999999994,2019 Shohei Ohtani
298,Matt Adams,2017.0,0.585,2017 Matt Adams
299,Ronald Guzman,2018.0,0.484,2018 Ronald Guzman
300,Jeimer Candelario,2019.0,0.5110000000000001,2019 Jeimer Candelario
301,Stephen Vogt,2019.0,0.737,2019 Stephen Vogt
302,Kolten Wong,2019.0,0.4099999999999999,2019 Kolten Wong
303,Jake Bauers,2018.0,0.5140000000000001,2018 Jake Bauers
304,Jose Bautista,2017.0,0.276,2017 Jose Bautista
305,Jurickson Profar,2019.0,0.39899999999999997,2019 Jurickson Profar
306,Kris Bryant,2018.0,0.471,2018 Kris Bryant
307,Mike Zunino,2019.0,0.69,2019 Mike Zunino
308,Aaron Judge,2018.0,0.386,2018 Aaron Judge
309,Jed Lowrie,2018.0,0.299,2018 Jed Lowrie
310,Matt Joyce,2018.0,0.8199999999999998,2018 Matt Joyce
311,Adam Duvall,2017.0,0.32899999999999996,2017 Adam Duvall
312,Nicholas Castellanos,2019.0,0.335,2019 Nicholas Castellanos
313,Justin Bour,2016.0,0.637,2016 Justin Bour
314,Josh Naylor,2019.0,0.7049999999999998,2019 Josh Naylor
315,Shin-Soo Choo,2015.0,0.312,2015 Shin-Soo Choo
316,Paul DeJong,2019.0,0.315,2019 Paul DeJong
317,Josh Reddick,2016.0,0.471,2016 Josh Reddick
318,Stephen Drew,2015.0,0.48700000000000004,2015 Stephen Drew
319,Logan Morrison,2015.0,0.41399999999999987,2015 Logan Morrison
320,Matt Kemp,2015.0,0.315,2015 Matt Kemp
321,Josh Bell,2018.0,0.33699999999999997,2018 Josh Bell
322,Rougned Odor,2016.0,0.36399999999999993,2016 Rougned Odor
323,Yoan Moncada,2018.0,0.295,2018 Yoan Moncada
324,Alex Avila,2019.0,0.9229999999999997,2019 Alex Avila
325,Alex Avila,2016.0,0.8329999999999999,2016 Alex Avila
326,Jed Lowrie,2017.0,0.304,2017 Jed Lowrie
327,Matt Wieters,2016.0,0.4670000000000001,2016 Matt Wieters
328,Jose Bautista,2015.0,0.28600000000000003,2015 Jose Bautista
329,Chris Carter,2015.0,0.4,2015 Chris Carter
330,Jarrod Saltalamacchia,2016.0,0.667,2016 Jarrod Saltalamacchia
331,Nolan Arenado,2016.0,0.285,2016 Nolan Arenado
332,Travis Shaw,2019.0,0.662,2019 Travis Shaw
333,Alex Avila,2015.0,0.7950000000000003,2015 Alex Avila
334,Juan Soto,2019.0,0.27899999999999997,2019 Juan Soto
335,Brandon Crawford,2019.0,0.35799999999999993,2019 Brandon Crawford
336,Yonder Alonso,2016.0,0.4130000000000001,2016 Yonder Alonso
337,Jesse Winker,2019.0,0.51,2019 Jesse Winker
338,Joey Votto,2017.0,0.284,2017 Joey Votto
339,Yangervis Solarte,2018.0,0.436,2018 Yangervis Solarte
340,Ronald Acuna Jr.,2019.0,0.253,2019 Ronald Acuna Jr.
341,Jose Bautista,2018.0,0.44700000000000006,2018 Jose Bautista
342,J.D. Martinez,2018.0,0.306,2018 J.D. Martinez
343,Gary Sanchez,2018.0,0.503,2018 Gary Sanchez
344,Evan Longoria,2016.0,0.30499999999999994,2016 Evan Longoria
345,Stephen Vogt,2017.0,0.621,2017 Stephen Vogt
346,Billy Hamilton,2017.0,0.304,2017 Billy Hamilton
347,Adam Lind,2017.0,0.65,2017 Adam Lind
348,Eugenio Suarez,2018.0,0.312,2018 Eugenio Suarez
349,Josh Donaldson,2016.0,0.256,2016 Josh Donaldson
350,Neil Walker,2018.0,0.47600000000000003,2018 Neil Walker
351,Shohei Ohtani,2018.0,0.5169999999999999,2018 Shohei Ohtani
352,Joc Pederson,2017.0,0.552,2017 Joc Pederson
353,Derek Dietrich,2019.0,0.626,2019 Derek Dietrich
354,Marwin Gonzalez,2019.0,0.42100000000000004,2019 Marwin Gonzalez
355,Eduardo Escobar,2018.0,0.304,2018 Eduardo Escobar
356,Brian Goodwin,2019.0,0.37700000000000006,2019 Brian Goodwin
357,Alex Gordon,2015.0,0.441,2015 Alex Gordon
358,Eric Hosmer,2017.0,0.28800000000000003,2017 Eric Hosmer
359,Bryce Harper,2015.0,0.276,2015 Bryce Harper
360,Matt Joyce,2019.0,0.742,2019 Matt Joyce
361,Mike Zunino,2018.0,0.4320000000000001,2018 Mike Zunino
362,Anthony Santander,2019.0,0.44600000000000006,2019 Anthony Santander
363,Jake Lamb,2019.0,0.787,2019 Jake Lamb
364,Robinson Cano,2016.0,0.287,2016 Robinson Cano
365,Corey Dickerson,2017.0,0.292,2017 Corey Dickerson
366,Freddy Galvis,2019.0,0.31699999999999995,2019 Freddy Galvis
367,Robinson Cano,2019.0,0.49,2019 Robinson Cano
368,Justin Bour,2015.0,0.42500000000000004,2015 Justin Bour
369,Brian McCann,2018.0,0.861,2018 Brian McCann
370,Brian Dozier,2015.0,0.254,2015 Brian Dozier
371,David Peralta,2015.0,0.374,2015 David Peralta
372,Bryce Harper,2017.0,0.365,2017 Bryce Harper
373,Gary Sanchez,2017.0,0.353,2017 Gary Sanchez
374,Andrew Benintendi,2018.0,0.27699999999999997,2018 Andrew Benintendi
375,Billy Hamilton,2018.0,0.334,2018 Billy Hamilton
376,Ronald Acuna Jr.,2018.0,0.359,2018 Ronald Acuna Jr.
377,Avisail Garcia,2019.0,0.37599999999999995,2019 Avisail Garcia
378,Michael Brantley,2018.0,0.311,2018 Michael Brantley
379,Ozzie Albies,2018.0,0.298,2018 Ozzie Albies
380,Andrew McCutchen,2016.0,0.259,2016 Andrew McCutchen
381,Joey Votto,2015.0,0.23400000000000004,2015 Joey Votto
382,Nelson Cruz,2019.0,0.332,2019 Nelson Cruz
383,Billy Hamilton,2016.0,0.3960000000000001,2016 Billy Hamilton
384,Josh Reddick,2018.0,0.368,2018 Josh Reddick
385,Khris Davis,2018.0,0.27699999999999997,2018 Khris Davis
386,J.T. Realmuto,2019.0,0.298,2019 J.T. Realmuto
387,Ian Happ,2018.0,0.36200000000000004,2018 Ian Happ
388,Hunter Dozier,2019.0,0.30499999999999994,2019 Hunter Dozier
389,Matt Wieters,2017.0,0.38699999999999996,2017 Matt Wieters
390,Paul Goldschmidt,2019.0,0.23800000000000002,2019 Paul Goldschmidt
391,Eloy Jimenez,2019.0,0.36700000000000005,2019 Eloy Jimenez
392,Francisco Lindor,2019.0,0.282,2019 Francisco Lindor
393,Matt Joyce,2015.0,0.636,2015 Matt Joyce
394,Ronald Guzman,2019.0,0.5579999999999999,2019 Ronald Guzman
395,Derek Dietrich,2018.0,0.31399999999999995,2018 Derek Dietrich
396,Mitch Haniger,2018.0,0.24899999999999997,2018 Mitch Haniger
397,Dee Gordon,2017.0,0.282,2017 Dee Gordon
398,Jason Castro,2019.0,0.587,2019 Jason Castro
399,Scott Schebler,2018.0,0.4270000000000001,2018 Scott Schebler
400,Aaron Hicks,2019.0,0.627,2019 Aaron Hicks
401,Adam Duvall,2018.0,0.406,2018 Adam Duvall
402,Yoenis Cespedes,2016.0,0.303,2016 Yoenis Cespedes
403,Jake Lamb,2018.0,0.679,2018 Jake Lamb
404,J.D. Martinez,2019.0,0.26699999999999996,2019 J.D. Martinez
405,Kendrys Morales,2019.0,0.7850000000000001,2019 Kendrys Morales
406,Adam Eaton,2016.0,0.244,2016 Adam Eaton
407,Evan Longoria,2019.0,0.32299999999999995,2019 Evan Longoria
408,Kevin Kiermaier,2019.0,0.365,2019 Kevin Kiermaier
409,Todd Frazier,2017.0,0.261,2017 Todd Frazier
410,Pete Alonso,2019.0,0.23499999999999996,2019 Pete Alonso
411,Eric Hosmer,2018.0,0.252,2018 Eric Hosmer
412,Alex Rodriguez,2015.0,0.25700000000000006,2015 Alex Rodriguez
413,Max Kepler,2017.0,0.302,2017 Max Kepler
414,Matt Joyce,2016.0,0.49100000000000005,2016 Matt Joyce
415,Mark Reynolds,2016.0,0.348,2016 Mark Reynolds
416,Billy McKinney,2019.0,0.6109999999999999,2019 Billy McKinney
417,Yoenis Cespedes,2015.0,0.233,2015 Yoenis Cespedes
418,Dexter Fowler,2018.0,0.45999999999999996,2018 Dexter Fowler
419,Robinson Cano,2017.0,0.273,2017 Robinson Cano
420,Yasmani Grandal,2015.0,0.35400000000000004,2015 Yasmani Grandal
421,Lucas Duda,2016.0,0.9059999999999999,2016 Lucas Duda
422,C.J. Cron,2019.0,0.322,2019 C.J. Cron
423,Josh Donaldson,2019.0,0.22599999999999998,2019 Josh Donaldson
424,Randal Grichuk,2018.0,0.345,2018 Randal Grichuk
425,Carson Kelly,2019.0,0.38999999999999996,2019 Carson Kelly
426,Maikel Franco,2016.0,0.273,2016 Maikel Franco
427,Alex Bregman,2018.0,0.217,2018 Alex Bregman
428,Tucker Barnhart,2019.0,0.4320000000000001,2019 Tucker Barnhart
429,Jeff McNeil,2019.0,0.29600000000000004,2019 Jeff McNeil
430,Ryan Schimpf,2017.0,0.72,2017 Ryan Schimpf
431,John Jaso,2016.0,0.359,2016 John Jaso
432,A.J. Pollock,2019.0,0.485,2019 A.J. Pollock
