,Player,Year,Shift%,PlayerYear
433,Hunter Renfroe,2018.0,0.353,2018 Hunter Renfroe
434,Justin Bour,2019.0,0.8340000000000001,2019 Justin Bour
435,Tom Murphy,2019.0,0.49300000000000005,2019 Tom Murphy
436,Kyle Schwarber,2015.0,0.519,2015 Kyle Schwarber
437,Andrew McCutchen,2017.0,0.22999999999999998,2017 Andrew McCutchen
438,Evan Longoria,2015.0,0.23699999999999993,2015 Evan Longoria
439,Miguel Montero,2015.0,0.365,2015 Miguel Montero
440,Francisco Lindor,2018.0,0.20399999999999993,2018 Francisco Lindor
441,Dee Gordon,2018.0,0.299,2018 Dee Gordon
442,John Jaso,2017.0,0.45799999999999996,2017 John Jaso
443,Asdrubal Cabrera,2015.0,0.287,2015 Asdrubal Cabrera
444,Chance Sisco,2019.0,0.695,2019 Chance Sisco
445,Mike Napoli,2016.0,0.20100000000000004,2016 Mike Napoli
446,Jason Heyward,2016.0,0.259,2016 Jason Heyward
447,Paul Goldschmidt,2018.0,0.203,2018 Paul Goldschmidt
448,Jose Bautista,2016.0,0.268,2016 Jose Bautista
449,Matt Chapman,2018.0,0.23100000000000004,2018 Matt Chapman
450,Todd Frazier,2016.0,0.213,2016 Todd Frazier
451,Jason Heyward,2018.0,0.321,2018 Jason Heyward
452,Ketel Marte,2019.0,0.244,2019 Ketel Marte
453,Tony Wolters,2019.0,0.37799999999999995,2019 Tony Wolters
454,Matt Olson,2017.0,0.636,2017 Matt Olson
455,Jorge Polanco,2018.0,0.4130000000000001,2018 Jorge Polanco
456,Jason Castro,2015.0,0.39299999999999996,2015 Jason Castro
457,Danny Jansen,2019.0,0.398,2019 Danny Jansen
458,Nelson Cruz,2018.0,0.254,2018 Nelson Cruz
459,Nelson Cruz,2015.0,0.22,2015 Nelson Cruz
460,Josh Reddick,2017.0,0.28300000000000003,2017 Josh Reddick
461,Adam Eaton,2015.0,0.20699999999999993,2015 Adam Eaton
462,Clint Robinson,2015.0,0.4130000000000001,2015 Clint Robinson
463,Daniel Descalso,2018.0,0.33299999999999996,2018 Daniel Descalso
464,Corey Seager,2017.0,0.256,2017 Corey Seager
465,Adam Duvall,2016.0,0.25800000000000006,2016 Adam Duvall
466,Bryan Reynolds,2019.0,0.26400000000000007,2019 Bryan Reynolds
467,Alex Verdugo,2019.0,0.389,2019 Alex Verdugo
468,Jason Castro,2017.0,0.34700000000000003,2017 Jason Castro
469,Mitch Haniger,2019.0,0.466,2019 Mitch Haniger
470,Salvador Perez,2018.0,0.295,2018 Salvador Perez
471,Ben Zobrist,2018.0,0.281,2018 Ben Zobrist
472,Robbie Grossman,2019.0,0.299,2019 Robbie Grossman
473,Oswaldo Arcia,2016.0,0.6140000000000001,2016 Oswaldo Arcia
474,Leonys Martin,2019.0,0.552,2019 Leonys Martin
475,Victor Caratini,2019.0,0.507,2019 Victor Caratini
476,Cesar Hernandez,2019.0,0.21600000000000005,2019 Cesar Hernandez
477,David Peralta,2019.0,0.359,2019 David Peralta
478,Nicky Delmonico,2018.0,0.45000000000000007,2018 Nicky Delmonico
479,DJ LeMahieu,2017.0,0.209,2017 DJ LeMahieu
480,Mark Canha,2019.0,0.26599999999999996,2019 Mark Canha
481,Nelson Cruz,2016.0,0.20399999999999993,2016 Nelson Cruz
482,Nicholas Castellanos,2018.0,0.22799999999999995,2018 Nicholas Castellanos
483,Adrian Gonzalez,2017.0,0.6200000000000001,2017 Adrian Gonzalez
484,Billy Burns,2015.0,0.285,2015 Billy Burns
485,Didi Gregorius,2018.0,0.26599999999999996,2018 Didi Gregorius
486,Steve Pearce,2017.0,0.4030000000000001,2017 Steve Pearce
487,Matt Davidson,2018.0,0.26,2018 Matt Davidson
488,Khris Davis,2016.0,0.23600000000000002,2016 Khris Davis
489,Austin Hedges,2019.0,0.4,2019 Austin Hedges
490,Chase Utley,2015.0,0.33899999999999997,2015 Chase Utley
491,Khris Davis,2017.0,0.212,2017 Khris Davis
492,Corey Dickerson,2016.0,0.26,2016 Corey Dickerson
493,Mike Trout,2016.0,0.18100000000000002,2016 Mike Trout
494,Evan Longoria,2018.0,0.282,2018 Evan Longoria
495,Ender Inciarte,2015.0,0.282,2015 Ender Inciarte
496,Eric Hosmer,2016.0,0.21100000000000002,2016 Eric Hosmer
497,Mike Zunino,2017.0,0.301,2017 Mike Zunino
498,Tommy La Stella,2019.0,0.44700000000000006,2019 Tommy La Stella
499,Mike Ford,2019.0,0.8190000000000001,2019 Mike Ford
500,Matt Beaty,2019.0,0.551,2019 Matt Beaty
501,Brandon Nimmo,2019.0,0.4920000000000001,2019 Brandon Nimmo
502,Ian Kinsler,2018.0,0.256,2018 Ian Kinsler
503,Andrew McCutchen,2015.0,0.19199999999999998,2015 Andrew McCutchen
504,Billy Hamilton,2019.0,0.37799999999999995,2019 Billy Hamilton
505,Kirk Nieuwenhuis,2016.0,0.319,2016 Kirk Nieuwenhuis
506,Neil Walker,2016.0,0.28600000000000003,2016 Neil Walker
507,Josh VanMeter,2019.0,0.4920000000000001,2019 Josh VanMeter
508,Marcus Semien,2016.0,0.203,2016 Marcus Semien
509,Robinson Chirinos,2019.0,0.303,2019 Robinson Chirinos
510,Kennys Vargas,2017.0,0.465,2017 Kennys Vargas
511,Xander Bogaerts,2019.0,0.18199999999999997,2019 Xander Bogaerts
512,Nick Markakis,2019.0,0.27699999999999997,2019 Nick Markakis
513,Nick Markakis,2018.0,0.18500000000000003,2018 Nick Markakis
514,John Jaso,2015.0,0.5940000000000001,2015 John Jaso
515,Adalberto Mondesi,2019.0,0.31999999999999995,2019 Adalberto Mondesi
516,Daniel Murphy,2017.0,0.23600000000000002,2017 Daniel Murphy
517,Justin Upton,2018.0,0.20199999999999996,2018 Justin Upton
518,Michael Saunders,2017.0,0.519,2017 Michael Saunders
519,Marwin Gonzalez,2018.0,0.22899999999999998,2018 Marwin Gonzalez
520,Ramon Laureano,2019.0,0.259,2019 Ramon Laureano
521,Joe Panik,2019.0,0.27,2019 Joe Panik
522,Miguel Montero,2016.0,0.44500000000000006,2016 Miguel Montero
523,Joe Mauer,2018.0,0.22300000000000003,2018 Joe Mauer
524,Randal Grichuk,2016.0,0.273,2016 Randal Grichuk
525,Yangervis Solarte,2017.0,0.28300000000000003,2017 Yangervis Solarte
526,Jimmy Rollins,2015.0,0.23499999999999996,2015 Jimmy Rollins
527,Kris Bryant,2015.0,0.18899999999999997,2015 Kris Bryant
528,Niko Goodrum,2018.0,0.256,2018 Niko Goodrum
529,Andrew Benintendi,2017.0,0.197,2017 Andrew Benintendi
530,Josh Bell,2017.0,0.19499999999999998,2017 Josh Bell
531,Denard Span,2018.0,0.25700000000000006,2018 Denard Span
532,Greg Bird,2017.0,0.6859999999999999,2017 Greg Bird
533,Gregory Polanco,2016.0,0.20600000000000007,2016 Gregory Polanco
534,Dominic Smith,2019.0,0.6449999999999999,2019 Dominic Smith
535,Preston Tucker,2015.0,0.38500000000000006,2015 Preston Tucker
536,Nomar Mazara,2016.0,0.217,2016 Nomar Mazara
537,Juan Soto,2018.0,0.24100000000000008,2018 Juan Soto
538,Matt Thaiss,2019.0,0.688,2019 Matt Thaiss
539,Rafael Devers,2018.0,0.26699999999999996,2018 Rafael Devers
540,Ben Zobrist,2016.0,0.184,2016 Ben Zobrist
541,Asdrubal Cabrera,2016.0,0.23400000000000004,2016 Asdrubal Cabrera
542,Troy Tulowitzki,2016.0,0.232,2016 Troy Tulowitzki
543,Eric Hosmer,2015.0,0.19000000000000003,2015 Eric Hosmer
544,Chris Young,2015.0,0.33999999999999997,2015 Chris Young
545,Ryan Schimpf,2016.0,0.32899999999999996,2016 Ryan Schimpf
546,Nolan Arenado,2019.0,0.2,2019 Nolan Arenado
547,Yangervis Solarte,2016.0,0.301,2016 Yangervis Solarte
548,Josh Donaldson,2015.0,0.16899999999999996,2015 Josh Donaldson
549,Josh Donaldson,2017.0,0.22500000000000003,2017 Josh Donaldson
550,Scott Kingery,2019.0,0.24,2019 Scott Kingery
551,Preston Tucker,2018.0,0.6609999999999999,2018 Preston Tucker
552,Jesus Aguilar,2019.0,0.311,2019 Jesus Aguilar
553,Pablo Sandoval,2019.0,0.41399999999999987,2019 Pablo Sandoval
554,J.D. Martinez,2015.0,0.18,2015 J.D. Martinez
555,Neil Walker,2017.0,0.2750000000000001,2017 Neil Walker
556,DJ LeMahieu,2019.0,0.19000000000000003,2019 DJ LeMahieu
557,Jordan Luplow,2019.0,0.4190000000000001,2019 Jordan Luplow
558,Will Smith,2019.0,0.5579999999999999,2019 Will Smith
559,Joe Mauer,2017.0,0.17800000000000005,2017 Joe Mauer
560,Travis Shaw,2015.0,0.45199999999999996,2015 Travis Shaw
561,Christian Villanueva,2018.0,0.293,2018 Christian Villanueva
562,Javier Baez,2016.0,0.27399999999999997,2016 Javier Baez
563,Shin-Soo Choo,2016.0,0.544,2016 Shin-Soo Choo
564,Miguel Sano,2016.0,0.22,2016 Miguel Sano
565,Nicholas Castellanos,2017.0,0.17700000000000002,2017 Nicholas Castellanos
566,Dioner Navarro,2016.0,0.33999999999999997,2016 Dioner Navarro
567,Marcell Ozuna,2019.0,0.20199999999999996,2019 Marcell Ozuna
568,Eric Sogard,2019.0,0.261,2019 Eric Sogard
569,Brandon Crawford,2016.0,0.193,2016 Brandon Crawford
570,A.J. Pierzynski,2015.0,0.313,2015 A.J. Pierzynski
571,Pedro Alvarez,2018.0,0.8470000000000002,2018 Pedro Alvarez
572,Daniel Descalso,2019.0,0.555,2019 Daniel Descalso
573,Jarrod Saltalamacchia,2015.0,0.49300000000000005,2015 Jarrod Saltalamacchia
574,Mike Napoli,2017.0,0.212,2017 Mike Napoli
575,Jake Lamb,2015.0,0.2910000000000001,2015 Jake Lamb
576,Nolan Arenado,2018.0,0.174,2018 Nolan Arenado
577,C.J. Cron,2018.0,0.20800000000000002,2018 C.J. Cron
578,Jesus Aguilar,2018.0,0.18500000000000003,2018 Jesus Aguilar
579,Dexter Fowler,2016.0,0.18500000000000003,2016 Dexter Fowler
580,Ryan Flaherty,2015.0,0.391,2015 Ryan Flaherty
581,Brandon Nimmo,2018.0,0.19800000000000004,2018 Brandon Nimmo
582,Robbie Grossman,2018.0,0.23499999999999996,2018 Robbie Grossman
583,DJ LeMahieu,2018.0,0.20399999999999993,2018 DJ LeMahieu
584,Matt Wieters,2019.0,0.586,2019 Matt Wieters
585,Christian Walker,2019.0,0.18500000000000003,2019 Christian Walker
586,Gregory Polanco,2019.0,0.6569999999999999,2019 Gregory Polanco
587,Ryon Healy,2018.0,0.232,2018 Ryon Healy
588,Gleyber Torres,2018.0,0.22799999999999995,2018 Gleyber Torres
589,Kurt Suzuki,2019.0,0.42200000000000004,2019 Kurt Suzuki
590,Josh Hamilton,2015.0,0.6569999999999999,2015 Josh Hamilton
591,James Loney,2016.0,0.3549999999999999,2016 James Loney
592,Corey Seager,2016.0,0.17600000000000005,2016 Corey Seager
593,Brett Gardner,2019.0,0.18600000000000005,2019 Brett Gardner
594,Ryon Healy,2017.0,0.19399999999999998,2017 Ryon Healy
595,Miguel Cabrera,2019.0,0.217,2019 Miguel Cabrera
596,Lucas Duda,2019.0,0.8409999999999999,2019 Lucas Duda
597,Willy Adames,2019.0,0.18799999999999997,2019 Willy Adames
598,Eugenio Suarez,2016.0,0.16999999999999998,2016 Eugenio Suarez
599,Corey Dickerson,2018.0,0.22100000000000003,2018 Corey Dickerson
600,Leonys Martin,2016.0,0.196,2016 Leonys Martin
601,Marcus Semien,2018.0,0.152,2018 Marcus Semien
602,Jarrod Dyson,2016.0,0.36099999999999993,2016 Jarrod Dyson
603,DJ Stewart,2019.0,0.7679999999999999,2019 DJ Stewart
604,Nate Lowe,2019.0,0.623,2019 Nate Lowe
605,Domingo Santana,2019.0,0.20499999999999996,2019 Domingo Santana
606,Brandon Drury,2019.0,0.244,2019 Brandon Drury
607,Ji-Man Choi,2018.0,0.4730000000000001,2018 Ji-Man Choi
608,Jose Altuve,2019.0,0.217,2019 Jose Altuve
609,Logan Forsythe,2019.0,0.26,2019 Logan Forsythe
610,Victor Robles,2019.0,0.18899999999999997,2019 Victor Robles
611,Danny Espinosa,2016.0,0.187,2016 Danny Espinosa
612,Raimel Tapia,2019.0,0.26699999999999996,2019 Raimel Tapia
613,Francisco Mejia,2019.0,0.48,2019 Francisco Mejia
614,Jurickson Profar,2018.0,0.18500000000000003,2018 Jurickson Profar
615,Devin Mesoraco,2018.0,0.4050000000000001,2018 Devin Mesoraco
616,Zack Collins,2019.0,0.9510000000000001,2019 Zack Collins
617,Michael Chavis,2019.0,0.2889999999999999,2019 Michael Chavis
618,Kevin Kiermaier,2018.0,0.318,2018 Kevin Kiermaier
619,James Loney,2015.0,0.32899999999999996,2015 James Loney
620,Austin Riley,2019.0,0.3829999999999999,2019 Austin Riley
621,Dominic Smith,2017.0,0.5779999999999998,2017 Dominic Smith
622,Trevor Story,2018.0,0.168,2018 Trevor Story
623,Justin Upton,2019.0,0.3789999999999999,2019 Justin Upton
624,A.J. Pollock,2018.0,0.248,2018 A.J. Pollock
625,Pedro Severino,2019.0,0.30499999999999994,2019 Pedro Severino
626,Mike Trout,2015.0,0.14300000000000002,2015 Mike Trout
627,Scooter Gennett,2018.0,0.172,2018 Scooter Gennett
628,Tucker Barnhart,2018.0,0.21500000000000005,2018 Tucker Barnhart
629,Melky Cabrera,2019.0,0.308,2019 Melky Cabrera
630,Logan Forsythe,2016.0,0.17800000000000005,2016 Logan Forsythe
631,Dominic Smith,2018.0,0.73,2018 Dominic Smith
632,Hank Conger,2016.0,0.7290000000000001,2016 Hank Conger
633,Eugenio Suarez,2017.0,0.156,2017 Eugenio Suarez
634,Marlon Byrd,2015.0,0.21100000000000002,2015 Marlon Byrd
635,Sandy Leon,2017.0,0.33699999999999997,2017 Sandy Leon
636,Matt Wieters,2018.0,0.389,2018 Matt Wieters
637,Matt Adams,2015.0,0.599,2015 Matt Adams
638,Asdrubal Cabrera,2017.0,0.20100000000000004,2017 Asdrubal Cabrera
639,Nick Ahmed,2019.0,0.17600000000000005,2019 Nick Ahmed
640,David Peralta,2017.0,0.193,2017 David Peralta
641,Ben Zobrist,2017.0,0.213,2017 Ben Zobrist
642,Danny Espinosa,2017.0,0.37299999999999994,2017 Danny Espinosa
643,George Springer,2019.0,0.17899999999999996,2019 George Springer
644,Robinson Cano,2018.0,0.32600000000000007,2018 Robinson Cano
645,Adrian Gonzalez,2018.0,0.5940000000000001,2018 Adrian Gonzalez
646,Mookie Betts,2018.0,0.158,2018 Mookie Betts
647,Jake Cave,2019.0,0.4440000000000001,2019 Jake Cave
648,Andrew McCutchen,2019.0,0.35,2019 Andrew McCutchen
649,Franmil Reyes,2019.0,0.193,2019 Franmil Reyes
650,Miguel Sano,2017.0,0.20600000000000007,2017 Miguel Sano
651,Chris Young,2017.0,0.366,2017 Chris Young
652,Derek Fisher,2019.0,0.605,2019 Derek Fisher
653,Mitch Haniger,2017.0,0.253,2017 Mitch Haniger
654,Kevin Pillar,2019.0,0.19000000000000003,2019 Kevin Pillar
655,Harrison Bader,2019.0,0.233,2019 Harrison Bader
656,Maikel Franco,2017.0,0.173,2017 Maikel Franco
657,Brandon Crawford,2018.0,0.18199999999999997,2018 Brandon Crawford
658,Evan Longoria,2017.0,0.162,2017 Evan Longoria
659,Yan Gomes,2018.0,0.23499999999999996,2018 Yan Gomes
660,Giancarlo Stanton,2015.0,0.33,2015 Giancarlo Stanton
661,Brandon Dixon,2019.0,0.242,2019 Brandon Dixon
662,Adam Frazier,2019.0,0.174,2019 Adam Frazier
663,Steve Pearce,2015.0,0.32899999999999996,2015 Steve Pearce
664,Garrett Jones,2015.0,0.684,2015 Garrett Jones
665,Wil Myers,2016.0,0.138,2016 Wil Myers
666,Danny Santana,2019.0,0.20499999999999996,2019 Danny Santana
667,Sandy Leon,2016.0,0.33299999999999996,2016 Sandy Leon
668,Jason Heyward,2017.0,0.22999999999999998,2017 Jason Heyward
669,Scott Schebler,2016.0,0.38099999999999995,2016 Scott Schebler
670,Yasiel Puig,2019.0,0.17700000000000002,2019 Yasiel Puig
671,Wil Myers,2017.0,0.14800000000000002,2017 Wil Myers
672,Danny Valencia,2016.0,0.196,2016 Danny Valencia
673,Mark Reynolds,2015.0,0.22,2015 Mark Reynolds
674,Leonys Martin,2018.0,0.28800000000000003,2018 Leonys Martin
675,Yuli Gurriel,2019.0,0.18799999999999997,2019 Yuli Gurriel
676,Brad Miller,2016.0,0.16899999999999996,2016 Brad Miller
677,Daniel Murphy,2016.0,0.18899999999999997,2016 Daniel Murphy
678,Miguel Montero,2017.0,0.457,2017 Miguel Montero
679,David Peralta,2018.0,0.172,2018 David Peralta
680,Ike Davis,2015.0,0.41600000000000004,2015 Ike Davis
681,Justin Upton,2015.0,0.154,2015 Justin Upton
682,Tommy Edman,2019.0,0.281,2019 Tommy Edman
683,Jarrod Dyson,2017.0,0.271,2017 Jarrod Dyson
684,Mitch Garver,2019.0,0.254,2019 Mitch Garver
685,Chris Carter,2017.0,0.4289999999999999,2017 Chris Carter
686,Nelson Cruz,2017.0,0.154,2017 Nelson Cruz
687,J.D. Martinez,2016.0,0.18799999999999997,2016 J.D. Martinez
688,Jason Kipnis,2016.0,0.138,2016 Jason Kipnis
689,A.J. Pierzynski,2016.0,0.459,2016 A.J. Pierzynski
690,Andrew Knapp,2019.0,0.588,2019 Andrew Knapp
691,Colby Rasmus,2017.0,0.7909999999999998,2017 Colby Rasmus
692,Kelly Johnson,2016.0,0.301,2016 Kelly Johnson
693,Nick Swisher,2015.0,0.35799999999999993,2015 Nick Swisher
694,Ben Revere,2015.0,0.167,2015 Ben Revere
695,Steve Pearce,2016.0,0.31999999999999995,2016 Steve Pearce
696,Dee Gordon,2016.0,0.295,2016 Dee Gordon
697,Christian Yelich,2018.0,0.14800000000000002,2018 Christian Yelich
698,Dioner Navarro,2015.0,0.501,2015 Dioner Navarro
699,Matt Wieters,2015.0,0.319,2015 Matt Wieters
700,Hyun Soo Kim,2016.0,0.268,2016 Hyun Soo Kim
701,Miguel Andujar,2018.0,0.174,2018 Miguel Andujar
702,Aramis Ramirez,2015.0,0.20399999999999993,2015 Aramis Ramirez
703,Mike Napoli,2015.0,0.18100000000000002,2015 Mike Napoli
704,Mark Reynolds,2017.0,0.149,2017 Mark Reynolds
705,Yonder Alonso,2015.0,0.24999999999999997,2015 Yonder Alonso
706,Joe Mauer,2016.0,0.14800000000000002,2016 Joe Mauer
707,Daniel Murphy,2018.0,0.285,2018 Daniel Murphy
708,Gregory Polanco,2015.0,0.14400000000000002,2015 Gregory Polanco
709,Tommy Pham,2019.0,0.14,2019 Tommy Pham
710,Norichika Aoki,2016.0,0.21600000000000005,2016 Norichika Aoki
711,Mallex Smith,2019.0,0.161,2019 Mallex Smith
712,Adam Jones,2019.0,0.187,2019 Adam Jones
713,Neil Walker,2015.0,0.154,2015 Neil Walker
714,Randal Grichuk,2017.0,0.213,2017 Randal Grichuk
715,Andrelton Simmons,2019.0,0.25800000000000006,2019 Andrelton Simmons
716,Delino DeShields,2015.0,0.18600000000000005,2015 Delino DeShields
717,Steven Souza Jr.,2017.0,0.14400000000000002,2017 Steven Souza Jr.
718,Jed Lowrie,2016.0,0.251,2016 Jed Lowrie
719,Jimmy Paredes,2015.0,0.253,2015 Jimmy Paredes
720,Jimmy Rollins,2016.0,0.5149999999999999,2016 Jimmy Rollins
721,Cody Asche,2015.0,0.20399999999999993,2015 Cody Asche
722,Anthony Rendon,2019.0,0.134,2019 Anthony Rendon
723,Jason Heyward,2015.0,0.149,2015 Jason Heyward
724,Logan Forsythe,2015.0,0.138,2015 Logan Forsythe
725,Ben Zobrist,2019.0,0.49300000000000005,2019 Ben Zobrist
726,Mike Zunino,2015.0,0.22,2015 Mike Zunino
727,Chris Herrmann,2017.0,0.319,2017 Chris Herrmann
728,Daniel Vogelbach,2018.0,0.818,2018 Daniel Vogelbach
729,Ben Gamel,2019.0,0.22899999999999998,2019 Ben Gamel
730,David Murphy,2015.0,0.23400000000000004,2015 David Murphy
731,Manny Machado,2018.0,0.13699999999999998,2018 Manny Machado
732,Anthony Gose,2015.0,0.162,2015 Anthony Gose
733,Marwin Gonzalez,2017.0,0.16300000000000003,2017 Marwin Gonzalez
734,Manny Machado,2019.0,0.142,2019 Manny Machado
735,Clint Robinson,2016.0,0.39899999999999997,2016 Clint Robinson
736,Paul Goldschmidt,2015.0,0.11700000000000002,2015 Paul Goldschmidt
737,DJ LeMahieu,2016.0,0.13200000000000003,2016 DJ LeMahieu
738,Chase Utley,2018.0,0.42500000000000004,2018 Chase Utley
739,Derek Dietrich,2016.0,0.21100000000000002,2016 Derek Dietrich
740,Carlos Gonzalez,2019.0,0.5339999999999999,2019 Carlos Gonzalez
741,Cody Asche,2016.0,0.37000000000000005,2016 Cody Asche
742,Adam Haseley,2019.0,0.346,2019 Adam Haseley
743,Gregory Polanco,2017.0,0.21899999999999997,2017 Gregory Polanco
744,DJ LeMahieu,2015.0,0.13699999999999998,2015 DJ LeMahieu
745,Jarrod Dyson,2019.0,0.19800000000000004,2019 Jarrod Dyson
746,Hank Conger,2015.0,0.36099999999999993,2015 Hank Conger
747,Omar Narvaez,2018.0,0.256,2018 Omar Narvaez
748,Curt Casali,2019.0,0.348,2019 Curt Casali
749,Danny Valencia,2015.0,0.24100000000000008,2015 Danny Valencia
750,Sandy Leon,2018.0,0.287,2018 Sandy Leon
751,Evan Gattis,2015.0,0.158,2015 Evan Gattis
752,Jose Abreu,2015.0,0.131,2015 Jose Abreu
753,Trevor Story,2016.0,0.187,2016 Trevor Story
754,Josh Rojas,2019.0,0.5169999999999999,2019 Josh Rojas
755,Franklin Gutierrez,2016.0,0.265,2016 Franklin Gutierrez
756,Evan Gattis,2018.0,0.193,2018 Evan Gattis
757,Trey Mancini,2019.0,0.121,2019 Trey Mancini
758,Charlie Blackmon,2017.0,0.11399999999999998,2017 Charlie Blackmon
759,Javier Baez,2019.0,0.164,2019 Javier Baez
760,Luis Rengifo,2019.0,0.197,2019 Luis Rengifo
761,Austin Meadows,2018.0,0.424,2018 Austin Meadows
762,Marwin Gonzalez,2016.0,0.16999999999999998,2016 Marwin Gonzalez
763,Jarrod Dyson,2015.0,0.38799999999999996,2015 Jarrod Dyson
764,Alejandro De Aza,2015.0,0.22100000000000003,2015 Alejandro De Aza
765,Caleb Joseph,2015.0,0.23800000000000002,2015 Caleb Joseph
766,Mark Reynolds,2018.0,0.336,2018 Mark Reynolds
767,Dee Gordon,2019.0,0.22200000000000006,2019 Dee Gordon
768,Marcus Semien,2015.0,0.136,2015 Marcus Semien
769,Robbie Grossman,2017.0,0.17600000000000005,2017 Robbie Grossman
770,Kevin Kiermaier,2016.0,0.199,2016 Kevin Kiermaier
771,Jesse Winker,2018.0,0.255,2018 Jesse Winker
772,AJ Reed,2016.0,0.574,2016 AJ Reed
773,Erick Aybar,2015.0,0.14800000000000002,2015 Erick Aybar
774,Yoenis Cespedes,2017.0,0.24100000000000008,2017 Yoenis Cespedes
775,James McCann,2019.0,0.162,2019 James McCann
776,Kurt Suzuki,2018.0,0.23800000000000002,2018 Kurt Suzuki
777,Matt Kemp,2017.0,0.18899999999999997,2017 Matt Kemp
778,Ben Paulsen,2015.0,0.24700000000000005,2015 Ben Paulsen
779,Chris Young,2016.0,0.37000000000000005,2016 Chris Young
780,Alex Dickerson,2019.0,0.44,2019 Alex Dickerson
781,James McCann,2018.0,0.172,2018 James McCann
782,Ben Zobrist,2015.0,0.146,2015 Ben Zobrist
783,Martin Maldonado,2019.0,0.22,2019 Martin Maldonado
784,Nolan Arenado,2017.0,0.11900000000000001,2017 Nolan Arenado
785,Kevin Kiermaier,2017.0,0.187,2017 Kevin Kiermaier
786,Miguel Cabrera,2015.0,0.15699999999999997,2015 Miguel Cabrera
787,Wilson Ramos,2019.0,0.18100000000000002,2019 Wilson Ramos
788,Robinson Chirinos,2018.0,0.174,2018 Robinson Chirinos
789,Joe Mauer,2015.0,0.11499999999999999,2015 Joe Mauer
790,Mallex Smith,2018.0,0.15,2018 Mallex Smith
791,Dansby Swanson,2019.0,0.139,2019 Dansby Swanson
792,Preston Tucker,2016.0,0.53,2016 Preston Tucker
793,Brett Gardner,2015.0,0.11299999999999999,2015 Brett Gardner
794,Brandon Crawford,2015.0,0.142,2015 Brandon Crawford
795,Justin Turner,2019.0,0.14400000000000002,2019 Justin Turner
796,Jonathan Villar,2019.0,0.109,2019 Jonathan Villar
797,J.D. Martinez,2017.0,0.162,2017 J.D. Martinez
798,Jonathan Schoop,2018.0,0.174,2018 Jonathan Schoop
799,Sandy Leon,2019.0,0.406,2019 Sandy Leon
800,Derek Dietrich,2017.0,0.168,2017 Derek Dietrich
801,Nicholas Castellanos,2015.0,0.13200000000000003,2015 Nicholas Castellanos
802,Jason Kipnis,2017.0,0.212,2017 Jason Kipnis
803,Vladimir Guerrero Jr.,2019.0,0.15500000000000003,2019 Vladimir Guerrero Jr.
804,Jarrett Parker,2017.0,0.415,2017 Jarrett Parker
805,Ketel Marte,2016.0,0.172,2016 Ketel Marte
806,Kevin Kiermaier,2015.0,0.156,2015 Kevin Kiermaier
807,Michael Bourn,2015.0,0.159,2015 Michael Bourn
808,Yadier Molina,2019.0,0.187,2019 Yadier Molina
809,Jorge Polanco,2017.0,0.147,2017 Jorge Polanco
810,Max Kepler,2016.0,0.174,2016 Max Kepler
811,Stevie Wilkerson,2019.0,0.20399999999999993,2019 Stevie Wilkerson
812,Jedd Gyorko,2018.0,0.19000000000000003,2018 Jedd Gyorko
813,Jackie Bradley Jr.,2015.0,0.282,2015 Jackie Bradley Jr.
814,Byron Buxton,2019.0,0.292,2019 Byron Buxton
815,Matt Carpenter,2015.0,0.10699999999999998,2015 Matt Carpenter
816,Oscar Mercado,2019.0,0.173,2019 Oscar Mercado
817,Carlos Asuaje,2018.0,0.35799999999999993,2018 Carlos Asuaje
818,Elvis Andrus,2015.0,0.12300000000000003,2015 Elvis Andrus
819,Matt Kemp,2018.0,0.164,2018 Matt Kemp
820,Paul Goldschmidt,2016.0,0.1,2016 Paul Goldschmidt
821,Robinson Cano,2015.0,0.122,2015 Robinson Cano
822,Hunter Renfroe,2017.0,0.15999999999999998,2017 Hunter Renfroe
823,Hanser Alberto,2019.0,0.16899999999999996,2019 Hanser Alberto
824,Dexter Fowler,2017.0,0.151,2017 Dexter Fowler
825,Ender Inciarte,2016.0,0.142,2016 Ender Inciarte
826,Johan Camargo,2018.0,0.142,2018 Johan Camargo
827,Pablo Sandoval,2015.0,0.15999999999999998,2015 Pablo Sandoval
828,Welington Castillo,2017.0,0.20399999999999993,2017 Welington Castillo
829,Kelly Johnson,2015.0,0.22799999999999995,2015 Kelly Johnson
830,George Springer,2018.0,0.11800000000000001,2018 George Springer
831,Tucker Barnhart,2016.0,0.19499999999999998,2016 Tucker Barnhart
832,Chris Coghlan,2016.0,0.24700000000000005,2016 Chris Coghlan
833,Nicholas Castellanos,2016.0,0.16899999999999996,2016 Nicholas Castellanos
834,Jace Peterson,2015.0,0.12300000000000003,2015 Jace Peterson
835,Starlin Castro,2019.0,0.11800000000000001,2019 Starlin Castro
836,Leury Garcia,2019.0,0.135,2019 Leury Garcia
837,Yadier Molina,2016.0,0.14,2016 Yadier Molina
838,Mark Trumbo,2017.0,0.126,2017 Mark Trumbo
839,Tony Kemp,2019.0,0.2889999999999999,2019 Tony Kemp
840,Daniel Palka,2019.0,0.7570000000000001,2019 Daniel Palka
841,Javier Baez,2018.0,0.12900000000000003,2018 Javier Baez
842,Chase Utley,2017.0,0.21399999999999997,2017 Chase Utley
843,Chris Iannetta,2016.0,0.20499999999999996,2016 Chris Iannetta
844,Jose Abreu,2019.0,0.10500000000000001,2019 Jose Abreu
