Year,Player,Team,Games,PA,SB,ISO,Babip,CS,Spd,GB/FB,LD,GB,FB,IFFB,HR/FB,IFH,BUH,Pull,Cent,Oppo,Soft,Med,Hard,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone
2017.0,Cody Bellinger,Dodgers,132.0,548.0,10.0,0.315,0.299,3.0,5.5,0.75,17.6,35.3,47.1,8.4,25.2,7.8,75.0,42.4,34.7,22.8,13.9,43.0,43.0,27.4,67.4,44.4,56.5,77.0,69.6,42.3
2018.0,Cody Bellinger,Dodgers,162.0,632.0,14.0,0.21,0.313,1.0,6.3,0.99,19.9,40.0,40.2,16.5,15.2,11.0,0.0,45.2,32.0,22.7,18.1,41.8,40.1,28.3,66.9,45.1,62.3,78.0,72.4,43.4
2019.0,Cody Bellinger,Dodgers,156.0,660.0,15.0,0.324,0.302,5.0,5.0,0.74,26.2,31.5,42.4,8.9,24.6,10.6,75.0,47.9,32.3,19.8,13.2,37.6,49.2,26.8,70.4,44.4,69.5,83.0,78.1,40.4
2015.0,Brett Gardner,Yankees,151.0,656.0,20.0,0.14,0.312,5.0,5.7,1.34,20.8,45.3,33.9,6.2,11.0,7.7,42.1,34.9,34.2,30.9,14.3,59.5,26.2,22.9,55.8,37.2,66.2,89.3,81.3,43.5
2016.0,Brett Gardner,Yankees,148.0,634.0,16.0,0.101,0.31,4.0,6.0,1.93,20.7,52.3,27.0,10.1,5.9,6.1,50.0,33.6,38.2,28.2,16.9,57.3,25.8,24.0,54.1,36.8,75.7,92.0,85.9,42.5
2017.0,Brett Gardner,Yankees,151.0,682.0,23.0,0.163,0.3,5.0,6.0,1.34,22.3,44.5,33.2,7.7,13.5,8.6,40.0,37.3,35.4,27.3,20.0,51.3,28.8,21.2,53.1,36.0,72.3,91.8,85.7,46.3
2018.0,Brett Gardner,Yankees,140.0,609.0,16.0,0.132,0.272,2.0,7.3,1.46,17.9,48.7,33.4,9.9,8.5,11.6,14.3,36.1,37.3,26.6,19.4,53.0,27.5,21.7,53.4,36.0,75.3,93.7,87.6,45.1
2019.0,Brett Gardner,Yankees,141.0,550.0,10.0,0.253,0.265,2.0,6.7,1.16,17.6,44.2,38.2,12.4,19.3,6.5,50.0,46.2,33.0,20.8,20.5,45.5,34.0,24.8,56.0,38.4,67.6,91.2,82.6,43.5
2015.0,Starling Marte,Pirates,153.0,633.0,30.0,0.157,0.333,10.0,5.9,2.37,23.6,53.8,22.7,9.8,18.6,14.0,28.6,44.0,34.9,21.1,21.1,49.8,29.1,39.4,77.5,56.8,59.0,85.8,75.8,45.8
2016.0,Starling Marte,Pirates,129.0,529.0,47.0,0.145,0.38,12.0,7.7,1.7,23.3,48.3,28.4,6.5,8.4,13.7,44.4,37.6,37.3,25.1,21.0,44.3,34.7,39.2,74.0,54.1,61.9,86.5,76.3,42.7
2017.0,Starling Marte,Pirates,77.0,339.0,21.0,0.104,0.324,4.0,7.1,1.65,21.0,49.2,29.8,9.9,9.9,12.0,60.0,36.3,33.9,29.8,29.0,44.8,26.2,33.0,68.1,49.5,61.7,87.9,78.7,47.0
2018.0,Starling Marte,Pirates,145.0,606.0,33.0,0.182,0.312,14.0,6.6,1.57,17.1,50.7,32.2,7.0,14.0,10.7,50.0,40.3,35.0,24.7,19.6,46.9,33.5,36.1,77.2,53.6,60.8,87.3,77.1,42.7
2019.0,Starling Marte,Pirates,132.0,586.0,25.0,0.208,0.319,6.0,7.5,1.79,21.4,50.5,28.2,5.6,18.5,6.8,45.5,39.7,35.0,25.3,19.1,43.2,37.7,36.4,77.4,53.3,63.5,85.8,76.9,41.2
2015.0,Andrew McCutchen,Pirates,157.0,685.0,11.0,0.196,0.339,5.0,4.2,1.0,23.5,38.2,38.2,5.9,13.6,7.7,0.0,38.9,37.8,23.3,13.1,47.5,39.4,23.7,70.8,44.1,60.6,82.6,75.9,43.2
2016.0,Andrew McCutchen,Pirates,153.0,675.0,6.0,0.174,0.297,7.0,3.4,0.86,22.5,35.8,41.7,12.6,12.6,6.7,0.0,44.8,33.4,21.8,19.7,44.5,35.8,25.4,71.4,46.6,59.8,83.8,76.8,46.1
2017.0,Andrew McCutchen,Pirates,156.0,650.0,11.0,0.207,0.305,5.0,4.3,1.09,21.9,40.7,37.4,8.2,16.4,7.0,0.0,42.7,36.8,20.6,17.5,47.3,35.2,25.0,67.9,44.9,69.2,85.2,80.4,46.3
2018.0,Andrew McCutchen,2 Teams,155.0,682.0,14.0,0.169,0.304,9.0,4.2,1.16,23.0,41.3,35.7,9.1,13.0,7.9,0.0,43.9,36.4,19.7,13.5,43.2,43.4,19.4,64.1,39.8,65.4,84.5,79.5,45.8
2019.0,Andrew McCutchen,Phillies,59.0,262.0,2.0,0.201,0.299,1.0,4.3,1.23,18.3,45.1,36.6,13.3,16.7,1.4,0.0,45.7,32.3,22.0,12.8,50.6,36.6,17.7,56.6,35.5,58.0,83.1,76.3,45.7
2015.0,Kevin Kiermaier,Rays,151.0,535.0,18.0,0.156,0.306,5.0,7.3,1.63,22.9,47.8,29.3,13.4,8.4,9.8,37.5,41.3,36.0,22.7,24.9,50.5,24.6,32.8,70.8,50.7,70.2,86.7,81.0,47.1
2016.0,Kevin Kiermaier,Rays,105.0,414.0,21.0,0.164,0.278,3.0,6.4,1.11,20.6,41.8,37.6,25.0,11.1,10.0,66.7,49.5,27.6,22.9,26.6,42.0,31.4,27.9,66.1,43.4,68.8,84.2,78.3,40.6
2017.0,Kevin Kiermaier,Rays,98.0,421.0,16.0,0.174,0.337,7.0,5.9,1.54,18.2,49.6,32.1,12.2,16.7,10.1,16.7,39.2,38.5,22.4,22.0,46.2,31.8,30.7,69.3,47.6,61.1,83.0,75.0,43.8
2018.0,Kevin Kiermaier,Rays,88.0,367.0,10.0,0.154,0.275,5.0,7.2,1.62,19.4,49.8,30.8,15.1,9.6,9.3,50.0,35.1,37.6,27.3,25.3,43.3,31.4,33.8,73.0,50.0,56.5,80.9,71.2,41.3
2019.0,Kevin Kiermaier,Rays,129.0,480.0,19.0,0.17,0.267,5.0,7.6,1.83,17.3,53.5,29.2,9.0,14.0,6.6,0.0,38.8,39.1,22.0,19.4,47.5,33.0,37.9,75.5,54.5,62.6,86.1,77.0,44.2
2015.0,Javier Báez,Cubs,28.0,80.0,1.0,0.118,0.412,2.0,1.5,1.19,31.4,37.3,31.4,6.3,6.3,0.0,0.0,32.7,34.6,32.7,7.7,59.6,32.7,39.3,68.2,51.5,48.6,83.0,67.7,42.0
2016.0,Javier Báez,Cubs,142.0,450.0,12.0,0.15,0.336,3.0,4.7,1.21,19.5,44.0,36.4,10.9,12.7,11.3,50.0,45.6,34.5,19.9,18.7,52.2,29.1,42.9,67.9,52.6,62.4,82.3,72.4,38.8
2017.0,Javier Báez,Cubs,145.0,508.0,10.0,0.207,0.345,3.0,5.3,1.35,15.4,48.6,36.0,9.4,19.7,8.9,25.0,39.9,38.1,21.9,21.3,46.2,32.4,45.1,72.6,56.2,52.7,77.8,65.8,40.4
2018.0,Javier Báez,Cubs,160.0,645.0,21.0,0.264,0.347,9.0,7.1,1.41,22.1,45.6,32.3,11.4,24.3,12.6,40.0,40.5,33.3,26.1,19.4,44.8,35.8,45.5,78.0,57.7,54.9,81.6,68.5,37.7
2019.0,Javier Báez,Cubs,138.0,561.0,11.0,0.25,0.345,7.0,5.7,1.59,18.1,50.3,31.6,3.4,24.4,10.6,0.0,36.1,36.1,27.9,18.0,44.6,37.4,44.1,74.3,55.2,54.2,79.5,66.7,36.7
2015.0,Carlos Santana,Indians,154.0,666.0,11.0,0.164,0.261,3.0,3.9,1.2,18.3,44.5,37.1,18.8,11.9,4.7,100.0,53.6,28.6,17.8,21.9,48.3,29.8,21.1,57.9,36.7,69.8,89.5,83.0,42.4
2016.0,Carlos Santana,Indians,158.0,688.0,5.0,0.239,0.258,2.0,3.5,1.04,16.0,42.8,41.2,10.9,16.9,3.8,0.0,52.9,30.7,16.4,17.8,45.9,36.3,19.8,64.0,39.1,66.5,87.8,81.7,43.7
2017.0,Carlos Santana,Indians,154.0,667.0,5.0,0.196,0.274,1.0,4.0,1.04,20.0,40.8,39.3,13.4,12.3,7.2,66.7,51.1,32.4,16.5,18.4,48.6,33.0,21.4,62.1,40.0,70.6,86.9,82.1,45.6
2018.0,Carlos Santana,Phillies,161.0,679.0,2.0,0.186,0.231,1.0,2.7,0.92,16.0,40.3,43.7,17.9,11.6,5.8,0.0,48.0,29.9,22.1,22.7,44.4,32.8,24.2,65.5,41.3,74.2,87.0,82.6,41.5
2019.0,Carlos Santana,Indians,158.0,686.0,4.0,0.234,0.293,0.0,3.5,1.2,17.1,45.2,37.7,9.1,19.3,6.6,0.0,45.6,34.9,19.5,16.3,40.7,43.0,21.2,66.2,39.4,66.2,87.6,80.7,40.4
2015.0,Adam Eaton,White Sox,153.0,689.0,18.0,0.144,0.345,8.0,6.5,1.86,22.0,50.7,27.3,10.2,10.9,5.5,41.2,29.2,36.8,34.0,20.4,53.3,26.3,28.4,60.4,43.3,71.3,90.4,83.7,46.5
2016.0,Adam Eaton,White Sox,157.0,706.0,14.0,0.144,0.329,5.0,5.9,2.08,20.5,53.7,25.8,5.5,11.0,5.7,54.5,30.7,31.9,37.4,17.5,51.0,31.5,31.1,66.5,46.7,75.4,90.1,84.6,44.0
2017.0,Adam Eaton,Nationals,23.0,107.0,3.0,0.165,0.347,1.0,6.9,1.7,15.1,53.4,31.5,8.7,8.7,15.4,0.0,29.7,36.5,33.8,14.9,54.1,31.1,27.1,61.3,42.4,69.7,86.1,80.3,44.9
2018.0,Adam Eaton,Nationals,95.0,370.0,9.0,0.11,0.364,1.0,5.4,1.8,26.3,47.4,26.3,12.3,7.7,12.8,60.0,31.9,31.9,36.2,18.7,48.6,32.7,28.4,60.6,42.8,72.8,89.2,83.2,44.6
2019.0,Adam Eaton,Nationals,151.0,656.0,15.0,0.148,0.319,3.0,6.5,0.98,20.0,39.6,40.4,9.3,8.2,10.1,40.9,32.8,35.2,32.0,19.5,46.4,34.1,28.2,63.2,43.1,72.3,91.4,84.2,42.7
2015.0,Eugenio Suárez,Reds,97.0,398.0,4.0,0.167,0.341,1.0,4.0,1.07,20.8,40.9,38.4,4.7,12.1,7.0,20.0,40.5,33.1,26.4,10.9,60.2,28.9,26.5,65.6,45.4,61.3,84.0,77.1,48.2
2016.0,Eugenio Suárez,Reds,159.0,627.0,11.0,0.163,0.304,5.0,4.4,1.07,21.6,40.5,37.9,7.7,13.5,4.8,0.0,39.5,35.1,25.4,17.2,47.9,34.9,26.6,64.1,43.4,60.1,86.4,77.5,44.8
2017.0,Eugenio Suárez,Reds,156.0,632.0,4.0,0.2,0.309,5.0,3.1,1.05,24.0,38.9,37.1,11.0,17.9,7.9,0.0,42.7,30.2,27.1,20.7,45.5,33.8,24.2,65.5,42.1,58.4,86.4,77.3,43.4
2018.0,Eugenio Suárez,Reds,143.0,606.0,1.0,0.243,0.322,1.0,2.3,1.03,24.6,38.4,37.1,2.8,23.4,6.0,0.0,42.7,35.8,21.5,8.4,43.0,48.6,25.9,70.0,44.6,56.6,87.4,77.1,42.5
2019.0,Eugenio Suárez,Reds,159.0,662.0,3.0,0.301,0.312,2.0,2.8,0.85,21.7,36.0,42.3,11.4,29.5,7.1,0.0,52.0,26.8,21.2,15.1,38.3,46.7,26.6,68.6,44.4,51.3,84.6,73.1,42.3
2015.0,Trea Turner,Nationals,27.0,44.0,2.0,0.1,0.296,2.0,4.1,1.75,21.4,50.0,28.6,0.0,12.5,14.3,0.0,35.7,39.3,25.0,25.0,64.3,10.7,23.8,53.3,39.4,63.2,91.7,83.6,52.9
2016.0,Trea Turner,Nationals,73.0,324.0,33.0,0.225,0.388,6.0,8.7,1.36,25.2,43.1,31.7,6.4,16.7,13.2,50.0,36.8,41.2,22.0,17.2,48.0,34.8,32.6,65.5,47.2,59.2,88.9,77.5,44.5
2017.0,Trea Turner,Nationals,98.0,447.0,46.0,0.167,0.329,8.0,8.9,1.54,14.8,51.7,33.5,4.5,9.9,12.9,50.0,39.3,37.8,22.8,18.0,55.3,26.7,25.2,63.7,43.5,59.8,86.6,78.4,47.6
2018.0,Trea Turner,Nationals,162.0,740.0,43.0,0.145,0.314,9.0,6.8,1.48,17.9,49.0,33.1,12.8,11.0,9.8,57.1,43.1,35.4,21.5,18.7,49.8,31.5,26.6,65.0,43.6,67.7,88.4,81.3,44.1
2019.0,Trea Turner,Nationals,122.0,569.0,35.0,0.2,0.348,5.0,7.6,1.44,20.0,47.2,32.8,14.9,14.2,9.3,100.0,42.4,32.7,24.9,17.1,45.1,37.8,31.9,68.6,46.7,60.9,89.8,78.0,40.4
2015.0,Edwin Encarnación,Blue Jays,146.0,624.0,3.0,0.28,0.267,2.0,2.4,0.81,19.3,36.1,44.5,17.9,19.9,4.4,0.0,50.2,30.0,19.8,20.2,43.9,35.9,25.7,67.0,43.5,64.9,85.2,78.4,43.1
2016.0,Edwin Encarnación,Blue Jays,160.0,702.0,2.0,0.266,0.27,0.0,2.2,0.92,20.4,38.2,41.4,12.3,21.5,8.3,0.0,52.2,29.3,18.5,16.8,45.6,37.6,23.8,67.2,42.6,62.6,85.0,77.9,43.3
2017.0,Edwin Encarnación,Indians,157.0,669.0,2.0,0.245,0.271,0.0,2.7,0.89,21.1,37.1,41.8,10.1,21.3,3.2,0.0,46.7,32.9,20.4,15.5,46.9,37.6,23.5,68.4,42.9,60.7,83.3,76.3,43.3
2018.0,Edwin Encarnación,Indians,137.0,579.0,3.0,0.228,0.265,0.0,3.1,0.82,20.3,36.0,43.7,11.0,19.5,5.2,0.0,45.6,31.5,22.9,15.2,42.4,42.4,29.0,67.2,44.6,61.8,84.4,75.7,40.8
2019.0,Edwin Encarnación,2 Teams,109.0,486.0,0.0,0.287,0.239,1.0,2.1,0.61,18.6,30.8,50.6,18.0,21.1,6.1,0.0,51.9,25.5,22.6,19.5,40.6,39.9,28.3,66.4,43.6,66.9,81.7,76.0,40.2
2015.0,Marcell Ozuna,Marlins,123.0,494.0,2.0,0.124,0.32,3.0,1.9,1.56,21.1,48.1,30.8,10.2,9.3,8.3,0.0,35.3,35.0,29.6,17.7,47.9,34.5,33.3,66.5,47.7,57.6,86.9,75.3,43.4
2016.0,Marcell Ozuna,Marlins,148.0,608.0,0.0,0.187,0.296,3.0,3.6,1.2,19.5,43.9,36.5,9.2,14.1,7.7,0.0,37.7,39.2,23.1,17.3,45.3,37.4,32.9,66.5,47.1,58.8,86.3,75.2,42.2
2017.0,Marcell Ozuna,Marlins,159.0,679.0,1.0,0.237,0.355,3.0,2.3,1.41,19.3,47.1,33.5,8.2,23.4,8.1,0.0,38.6,36.3,25.1,18.3,42.7,39.1,33.1,73.1,49.6,59.2,83.9,74.3,41.3
2018.0,Marcell Ozuna,Cardinals,148.0,628.0,3.0,0.153,0.309,0.0,3.2,1.35,18.1,47.1,34.9,10.2,13.9,5.8,0.0,42.2,35.3,22.5,15.8,39.1,45.2,32.5,72.8,48.5,61.3,87.0,76.6,39.6
2019.0,Marcell Ozuna,Cardinals,130.0,549.0,12.0,0.231,0.259,2.0,4.8,1.18,23.4,41.4,35.2,9.9,22.1,7.1,0.0,49.5,31.7,18.8,11.8,40.1,48.1,30.0,69.2,44.9,57.8,86.0,74.3,37.8
2015.0,Brandon Crawford,Giants,143.0,561.0,6.0,0.205,0.294,4.0,4.5,1.42,18.8,47.7,33.5,6.2,16.2,4.3,75.0,39.8,37.5,22.7,15.6,51.3,33.2,34.6,76.1,52.4,56.2,84.2,73.6,42.8
2016.0,Brandon Crawford,Giants,155.0,623.0,7.0,0.156,0.322,0.0,5.9,1.18,21.3,42.6,36.1,11.9,7.5,6.4,0.0,37.4,38.1,24.4,16.4,48.4,35.2,30.8,78.6,51.4,56.0,84.1,74.5,43.0
2017.0,Brandon Crawford,Giants,144.0,570.0,3.0,0.151,0.293,5.0,2.5,1.35,19.4,46.2,34.4,7.0,9.9,3.7,0.0,38.9,33.1,28.0,19.3,48.1,32.6,31.1,76.6,51.3,58.0,82.8,74.4,44.3
